product_name,product_code
Toothfish (<i>Dissostichus spp.</i>),0304.46.00.00
Dogfish and other sharks,0304.47.00.00
Rays and skates (<i>Rajidae)</i>,0304.48.00.00
Other,0304.49.01
Pike,0304.49.01.03
Pickerel,0304.49.01.06
Whitefish,0304.49.01.09
"Tilapia, other than <i>Oreochromis spp.</i>",0304.49.01.12
Other,0304.49.01.15
Atlantic ocean perch,0304.49.01.20
Cusk,0304.49.01.25
Other,0304.49.01.90
"Tilapias (<i>Oreochromis spp</i>.), catfish (<i>Pangasius spp</i>., <i>Silurus spp</i>., <i>Clarias</i> <i>spp</i>., <i>Ictalurus spp</i>.), carp (<i>Cyprinus spp</i>., <i>Carassius spp</i>., <i>Ctenopharyngodon idellus</i>, <i>Hypophthalmichthys spp</i>., <i>Cirrhinus spp</i>., <i>Mylopharyngodon piceus</i>, <i>Catla catla</i>, <i>Labeo spp</i>., <i>Osteochilus hasselti</i>, <i>Leptobarbus hoeveni</i>, <i>Megalobrama spp</i>.), eels (<i>Anguilla spp</i>.), Nile perch (<i>Lates niloticus</i>) and snakeheads (<i>Channa spp</i>.)",0304.51.01
<i>Ictalurus spp.</i>,0304.51.01.10
"<i>Pangasius spp.</i>, including basa and tra",0304.51.01.15
Nile Perch,0304.51.01.20
Tilapias (<i>Oreochromis spp.</i>),0304.51.01.25
Other,0304.51.01.90
Salmonidae,0304.52.00
Farmed,0304.52.00.10
Not farmed,0304.52.00.15
Other salmon,0304.52.00.20
Other,0304.52.00.90
"Fish of the families <i>Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae</i> and <i>Muraenolepididae</i>",0304.53.00
Atlantic Cod,0304.53.00.10
Other,0304.53.00.15
Haddock,0304.53.00.20
Pollock,0304.53.00.25
Hake,0304.53.00.30
Other,0304.53.00.90
Swordfish (<i>Xiphias gladius</i>),0304.54.00.00
Toothfish (<i>Dissostichus spp.</i>),0304.55.00.00
Dogfish and other sharks,0304.56.00.00
Rays and skates (<i>Rajidae)</i>,0304.57.00.00
Other,0304.59.00
Yellow perch,0304.59.00.03
Pike perch (including yellow pike),0304.59.00.06
Other,0304.59.00.09
Pike,0304.59.00.15
Pickerel,0304.59.00.20
Whitefish,0304.59.00.25
Tilapia other than <i>Oreochromis spp.</i>,0304.59.00.30
Other,0304.59.00.36
Sole,0304.59.00.40
Plaice,0304.59.00.45
Flounder,0304.59.00.50
"Greenland turbot (Greenland halibut), (<i>Reinhardtius hippoglossoides</i>)",0304.59.00.55
Other,0304.59.00.61
Atlantic ocean perch,0304.59.00.65
Cusk,0304.59.00.70
Other,0304.59.00.91
Tilapias (<i>Oreochromis spp.</i>),0304.61.00.00
"Catfish (<i>Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.</i>)",0304.62.00
<i>Ictalurus spp.</i>,0304.62.00.10
<i>Pangasius spp</i>. (including basa and tra),0304.62.00.20
Other Siluriformes,0304.62.00.30
Other,0304.62.00.90
Nile perch (<i>Lates niloticus</i>),0304.63.00.00
Other,0304.69.00.00
"Cod (<i>Gadus morhua, Gadus ogac,Gadus macrocephalus</i>):",304.71
"Skinned, whether or not divided into pieces, and frozen into blocks each weighing over 4.5 kg, imported to be minced, ground or cut into pieces of uniform weights and dimensions",0304.71.10.00
Other,0304.71.50.00
Haddock (<i>Melanogrammus aeglefinus</i>):,304.72
"Skinned, whether or not divided into pieces, and frozen into blocks each weighing over 4.5 kg, imported to be minced, ground or cut into pieces of uniform weights and dimensions",0304.72.10.00
Other,0304.72.50.00
Coalfish (<i>Pollachius virens</i>):,304.73
"Skinned, whether or not divided into pieces, and frozen into blocks each weighing over 4.5 kg, imported to be minced, ground or cut into pieces of uniform weights and dimensions",0304.73.10.00
Other,0304.73.50.00
"Hake (<i>Merluccius spp., Urophycis spp.</i>):",304.74
"Skinned, whether or not divided into pieces, and frozen into blocks each weighing over 4.5 kg, imported to be minced, ground or cut into pieces of uniform weights and dimensions",0304.74.10.00
Other,0304.74.50.00
Alaska pollock (<i>Theragra chalcogramma</i>):,304.75
"Skinned, whether or not divided into pieces, and frozen into blocks each weighing over 4.5 kg, imported to be minced, ground or cut into pieces of uniform weights and dimensions",0304.75.10.00
Other,0304.75.50.00
Other<i></i>:<i></i>,304.79
"Skinned, whether or not divided into pieces, and frozen into blocks each weighing over 4.5 kg, imported to be minced, ground or cut into pieces of uniform weights and dimensions",0304.79.10
Pollock other than Alaska pollock,0304.79.10.10
Whiting (<i>Merluccius spp.</i>),0304.79.10.15
Other,0304.79.10.90
Other,0304.79.50.00
"Pacific salmon (<i>Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou</i> and <i>Oncorhynchus rhodurus</i>) Atlantic Salmon (<i>Salmo salar</i>) and Danube salmon (<i>Hucho hucho</i>):",304.81
"Skinned, whether or not divided into pieces, and frozen into blocks each weighing over 4.5 kg, imported to be minced, ground or cut into pieces of uniform weights and dimensions",0304.81.10.00
Other,0304.81.50
Atlantic salmon (<i>Salmo salar</i>),0304.81.50.10
Other,0304.81.50.90
"Trout (<i>Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae Oncorhynchus apache</i> and <i>Oncorhynchus chrysogaster</i>):",304.82
"Skinned, whether or not divided into pieces, and frozen into blocks each weighing over 4.5 kg, imported to be minced, ground or cut into pieces of uniform weights and dimensions",0304.82.10.00
Other,0304.82.50.00
"Flat fish (<i>Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae</i>, and <i>Citharidae</i>):",304.83
"Skinned, whether or not divided into pieces, and frozen into blocks each weighing over 4.5 kg, imported to be minced, ground or cut into pieces of uniform weights and dimensions",0304.83.10
Greenland turbot (Greenland halibut) (<i>Reinhardtius hippoglossoides</i>),0304.83.10.10
Sole,0304.83.10.15
Flounder,0304.83.10.20
Halibut,0304.83.10.25
Turbot,0304.83.10.30
Other,0304.83.10.90
Other,0304.83.50
Greenland turbot (Greenland halibut) (<i>Reinhardtius hippoglossoides</i>),0304.83.50.10
Sole,0304.83.50.15
Flounder,0304.83.50.20
Halibut,0304.83.50.25
Turbot,0304.83.50.30
Other,0304.83.50.90
Swordfish (<i>Xiphias gladius</i>),0304.84.00.00
Toothfish (<i>Dissostichus spp.</i>),0304.85.00.00
"Herrings (<i>Clupea harengus, Clupea pallasii</i>)",0304.86.00.00
"Tunas (of the genus <i>Thunnus</i>), skipjack tuna (stripe-bellied bonito) (<i>Katsuwonus pelamis</i>)",0304.87.00.00
"Dogfish, other sharks, rays and skates (Rajidae)",0304.88.00.00
Other:,304.89
"Skinned, whether or not divided into pieces, and frozen into blocks each weighing over 4.5 kg, imported to be minced, ground or cut into pieces of uniform weights and dimensions",0304.89.10
Ocean catfish (wolf fish),0304.89.10.10
Pickerel,0304.89.10.15
Sauger,0304.89.10.20
Atlantic ocean perch,0304.89.10.25
Other ocean perch,0304.89.10.30
Other,0304.89.10.35
Other,0304.89.10.90
Other,0304.89.50
Yellow perch,0304.89.50.03
Pike perch (including yellow pike),0304.89.50.06
Other,0304.89.50.09
Pickerel,0304.89.50.15
Pike,0304.89.50.20
Sauger,0304.89.50.25
Other,0304.89.50.30
Atlantic ocean perch,0304.89.50.35
Other ocean perch,0304.89.50.40
Ocean catfish (wolf fish),0304.89.50.45
Orange roughy (<i>Hoplostethus atlanticus</i>),0304.89.50.50
Dolphin (Mahi mahi) (<i>Coryphaena spp.</i>),0304.89.50.55
Cusk,0304.89.50.60
Other,0304.89.50.91
Swordfish (<i>Xiphias gladius</i>):,304.91
In bulk or in immediate containers weighing with their contents over <il>6.8 kg</il> each,0304.91.10.00
Other,0304.91.90.00
Toothfish (<i>Dissostichus spp.</i>):,304.92
In bulk or in immediate containers weighing with their contents over <il>6.8 kg</il> each,0304.92.10.00
Other,0304.92.90.00
"Tilapias (<i>Oreochromis spp</i>.), catfish (<i>Pangasius spp</i>., <i>Silurus spp</i>., <i>Clarias</i> <i>spp</i>., <i>Ictalurus spp</i>.), carp (<i>Cyprinus spp</i>., <i>Carassius spp</i>., <i>Ctenopharyngodon idellus</i>, <i>Hypophthalmichthys spp</i>., <i>Cirrhinus spp</i>., <i>Mylopharyngodon piceus</i>, <i>Catla catla</i>, <i>Labeo spp</i>., <i>Osteochilus hasselti</i>, <i>Leptobarbus hoeveni</i>, <i>Megalobrama spp</i>.), eels (<i>Anguilla spp</i>.), Nile perch (<i>Lates niloticus</i>) and snakeheads (<i>Channa spp</i>.):",304.93
In bulk or in immediate containers weighing with their contents over <il>6.8 kg</il> each,0304.93.10
Surimi,0304.93.10.05
Other,0304.93.10.10
Other,0304.93.10.90
Other,0304.93.90.00
Alaska pollock (<i>Theragra chalcogramma</i>):,304.94
In bulk or in immediate containers weighing with their contents over <il>6.8 kg</il> each,0304.94.10
Surimi,0304.94.10.05
Other,0304.94.10.10
Other,0304.94.10.90
Other,0304.94.90.00
"Fish of the families <i>Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae</i> and <i>Muraenolepididae</i>, other than Alaska Pollock (<i>Theragra chalcogramma</i>):",304.95
In bulk or in immediate containers weighing with their contents over <il>6.8 kg</il> each,0304.95.10
Surimi,0304.95.10.05
Cod,0304.95.10.10
Other,0304.95.10.15
Cod,0304.95.10.20
Haddock,0304.95.10.25
Pollock,0304.95.10.30
Other,0304.95.10.90
Other,0304.95.90.00
Dogfish and other sharks,0304.96.00.00
Rays and skates (<i>Rajidae)</i>,0304.97.00.00
Other:,304.99
In bulk or in immediate containers weighing with their contents over <il>6.8 kg</il> each,0304.99.11
Surimi,0304.99.11.04
Other,0304.99.11.09
Sole,0304.99.11.50
Greenland turbot (Greenland halibut) (<i>Reinhardtius hippoglossoides</i>),0304.99.11.60
Ocean perch,0304.99.11.70
Pike,0304.99.11.82
Whitefish,0304.99.11.83
Fresh-water,0304.99.11.84
Tuna [of genus <i>Thunnus</i> and of fish of the genus <i>Euthynnus</i><i>(Katsuwonus) pelamis</i>],0304.99.11.90
Other,0304.99.11.94
Other,0304.99.91
Ocean,0304.99.91.90
Other,0304.99.91.92
"Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process:",305
"Livers, roes and milt of fish, dried, smoked, salted or in brine:",305.2
Sturgeon roe,0305.20.20.00
Other,0305.20.40
Salmon roe,0305.20.40.20
Herring roe,0305.20.40.40
Other,0305.20.40.65
"Tilapias (<i>Oreochromis spp</i>.), catfish (<i>Pangasius spp</i>., <i>Silurus sp</i>p., <i>Clarias spp</i>., I<i>ctalurus spp</i>.), carp (<i>Cyprinus spp</i>., <i>Carassius spp</i>., <i>Ctenopharyngodon idellus</i>, <i>Hypophthalmichthys spp</i>., <i>Cirrhinus spp</i>., <i>Mylopharyngodon piceus</i>, <i>Catla catla</i>, <i>Labeo spp</i>., <i>Osteochilus hasselti</i>, <i>Leptobarbus hoeveni</i>, <i>Megalobrama spp</i>.), eels (<i>Anguilla spp</i>.), Nile perch (<i>Lates niloticus</i>) and snakeheads (<i>Channa spp</i>.)",0305.31.01.00
"Fish of the families <i>Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae</i> and <i>Muraenolepididae</i>",0305.32.00
Cod,0305.32.00.10
Other,0305.32.00.90
Other:,305.39
"Herrings, in immediate containers weighing with their contents 6.8 kg or less each",0305.39.20.00
"Mackerel, in immediate containers weighing with their contents 6.8 kg or less each",0305.39.40.00
Other,0305.39.61
Herring,0305.39.61.10
Other,0305.39.61.80
"Pacific salmon (<i>Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou</i> and <i>Oncorhynchus rhodurus</i>),Atlantic salmon (<i>Salmo salar</i>) and Danube salmon (<i>Hucho hucho</i>)",0305.41.00.00
"Herrings (<i>Clupea harengus, Clupea pallasii</i>)",0305.42.00
Whole or beheaded but not otherwise processed,0305.42.00.20
Boneless,0305.42.00.50
Other,0305.42.00.60
"Trout (<i>Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache</i> and <i>Oncorhynchus chrysogaster</i>)",0305.43.00.00
"Tilapias (<i>Oreochromis spp</i>.), catfish (<i>Pangasius spp</i>., <i>Silurus spp</i>., <i>Clarias spp</i>.,<i> Ictalurus spp</i>.), carp (<i>Cyprinus spp</i>., <i>Carassius spp</i>., <i>Ctenopharyngodon idellus</i>, <i>Hypophthalmichthys spp</i>., <i>Cirrhinus spp</i>., <i>Mylopharyngodon piceus</i>, <i>Catla catla</i>, <i>Labeo spp</i>., <i>Osteochilus hasselti</i>, <i>Leptobarbus hoeveni</i>, <i>Megalobrama spp</i>.), eels <i>(Anguilla</i> <i>spp</i>.), Nile perch (<i>Lates niloticus</i>) and snakeheads <i>(Channa spp</i>.)",0305.44.01.00
Other:,305.49
Mackerel,0305.49.20.00
Other,0305.49.40
"Cod, cusk, haddock, hake (<i>Urophycis spp.</i>) and pollock",0305.49.40.20
Other,0305.49.40.45
"Cod (<i>Gadus morhua, Gadus ogac, Gadus macrocephalus</i>)",0305.51.00.00
"Tilapias (<i>Oreochromis spp</i>.), catfish (<i>Pangasius spp</i>., <i>Silurus spp</i>., <i>Clarias</i> <i>spp</i>., <i>Ictalurus spp</i>.), carp (<i>Cyprinus spp</i>., <i>Carassius spp</i>., <i>Ctenopharyngodon idellus</i>, <i>Hypophthalmichthys spp</i>., <i>Cirrhinus spp</i>., <i>Mylopharyngodon piceus</i>, <i>Catla catla</i>, <i>Labeo spp</i>., <i>Osteochilus hasselti</i>, <i>Leptobarbus hoeveni</i>, <i>Megalobrama spp</i>.), eels (<i>Anguilla spp</i>.), Nile perch (<i>Lates niloticus</i>) and snakeheads (<i>Channa spp</i>.)",0305.52.00.00
"Fish of the families <i>Bregmacerotidae</i>,<i> Euclichthyidae</i>, <i>Gadidae</i>, <i>Macrouridae</i>,<i>Melanonidae</i>, <i>Merlucciidae</i>, <i>Moridae</i> and<i> Muraenolepididae</i>, other than cod (<i>Gadus morhua</i>, <i>Gadus ogac</i>, <i>Gadus macrocephalus</i>).",0305.53.00.00
"Herrings (<i>Clupea harengus</i>, <i>Clupea pallasii</i>), anchovies (<i>Engraulis</i> <i>spp</i>.), sardines (<i>Sardina pilchardus</i>, <i>Sardinops spp</i>.), <i>sardinella</i> (<i>Sardinella spp</i>.), brisling or sprats (<i>Sprattus sprattus</i>), mackerel (<i>Scomber scombrus</i>, <i>Scomber australasicus</i>, <i>Scomber japonicus</i>), Indian mackerels (<i>Rastrelliger spp</i>.), seerfishes (<i>Scomberomorus</i> <i>spp</i>.), jack and horse mackerel (<i>Trachurus spp</i>.), jacks, crevalles (<i>Caranx spp</i>.), cobia (<i>Rachycentron canadum</i>), silver pomfrets (<i>Pampus spp</i>.), Pacific saury (<i>Cololabis saira</i>), scads (<i>Decapterus</i> <i>spp</i>.), capelin (<i>Mallotus villosus</i>), swordfish (<i>Xiphias gladius</i>), Kawakawa (<i>Euthynnus affinis</i>), bonitos (<i>Sarda spp</i>.), marlins, sailfishes, spearfish (<i>Istiophoridae</i>)",0305.54.00.00
Other,0305.59.00.01
"Herrings (<i>Clupea harengus, Clupea pallasii</i>):",305.61
In immediate containers weighing with their contents 6.8 kg or less each,0305.61.20.00
Other,0305.61.40.00
"Cod (<i>Gadus morhua, Gadus ogac, Gadus macrocephalus</i>)",0305.62.00
Having a moisture content by weight over 50 percent,0305.62.00.10
Having a moisture content by weight over 45 percent but not over 50 percent,0305.62.00.25
Having a moisture content by weight over 43 percent but not over 45 percent,0305.62.00.30
Having a moisture content by weight not over 43 percent,0305.62.00.45
Having a moisture content by weight over 50 percent,0305.62.00.50
Having a moisture content by weight over 45 percent but not over 50 percent,0305.62.00.60
Having a moisture content by weight over 43 percent but not over 45 percent,0305.62.00.70
Having a moisture content by weight not over 43 percent,0305.62.00.80
Anchovies (<i>Engraulis spp.</i>):,305.63
In airtight containers,0305.63.20.00
Other,0305.63.40.00
Other,0305.63.60.00
"Tilapias (<i>Oreochromis spp</i>.), catfish (<i>Pangasius spp</i>., <i>Silurus spp</i>., <i>Clarias</i> <i>spp</i>., <i>Ictalurus spp</i>.), carp (<i>Cyprinus spp</i>., <i>Carassius spp</i>., <i>Ctenopharyngodon idellus</i>, <i>Hypophthalmichthys spp</i>., <i>Cirrhinus spp</i>., <i>Mylopharyngodon piceus</i>, <i>Catla catla</i>, <i>Labeo spp</i>., <i>Osteochilus hasselti</i>, <i>Leptobarbus hoeveni</i>, <i>Megalobrama spp</i>.), eels (<i>Anguilla spp</i>.), Nile perch (<i>Lates niloticus</i>) and snakeheads (<i>Channa spp</i>.):",305.64
In immediate containers weighing with their contents 6.8 kg or less each,0305.64.10.00
Other,0305.64.50.00
Other:,305.69
"Cusk, haddock, hake (<i>Urophycis spp.</i>) and pollock",0305.69.10
Hake,0305.69.10.21
Pollock,0305.69.10.22
Haddock and cusk,0305.69.10.29
Hake,0305.69.10.41
Pollock,0305.69.10.42
Haddock and cusk,0305.69.10.49
In immediate containers weighing with their contents 6.8 kg or less each,0305.69.20.00
Other,0305.69.30.00
Salmon,0305.69.40.00
In immediate containers weighing with their contents 6.8 kg or less each,0305.69.50.01
Other,0305.69.60.01
Shark fins,0305.71.00.00
"Fish heads, tails and maws",0305.72.00.00
Other,0305.79.00.00
"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine:",306
"Rock lobster and other sea crawfish (<i>Palinurus spp., Panulirus spp., Jasus spp.</i>)",0306.11.00
Carribbean spiny lobster (<i>Panulirus argus</i>),0306.11.00.10
Other,0306.11.00.20
Lobsters (<i>Homarus spp.</i>),0306.12.00
In brine,0306.12.00.10
Other,0306.12.00.30
In brine,0306.12.00.50
Other,0306.12.00.70
Crabs:,306.14
Crabmeat,0306.14.20.00
Other,0306.14.40
Red king crab (<i>Paralithodes camtschaticus)</i>,0306.14.40.03
Blue king crab (<i>Paralithodes platypus)</i>,0306.14.40.06
Golden/brown king crab (<i>Lithodes aequispinus)</i>,0306.14.40.09
Southern red santolla king crab (<i>Lithodes santolla formerly L. antarcticus</i>),0306.14.40.12
Other,0306.14.40.15
Snow crab,0306.14.40.20
Dungeness crab,0306.14.40.30
Other,0306.14.40.90
Norway lobsters (<i>Nephrops norvegicus</i>),0306.15.00.00
"Cold-water shrimps and prawns (<i>Pandalus spp., Crangon crangon</i>)",0306.16.00
Count size (headless weight) less than 33 per kg (15s),0306.16.00.03
Count size (headless weight) 33-45 per kg (15-20s),0306.16.00.06
Count size (headless weight) 46-55 per kg (21-25s),0306.16.00.09
Count size (headless weight) 56-66 per kg (26-30s),0306.16.00.12
Count size (headless weight) 67-88 per kg (31-40s),0306.16.00.15
Count size (headless weight) 89-110 per kg (41-50s),0306.16.00.18
Count size (headless weight) 111-132 per kg (51-60s),0306.16.00.21
Count size (headless weight) 133-154 per kg (61-70s),0306.16.00.24
Count size (headless weight) more than 154 per kg (70s),0306.16.00.27
"Peeled, imported in accordance with statistical note 1 to this chapter",0306.16.00.40
Other shrimps and prawns,0306.17.00
Count size (headless weight) less than 33 per kg (15s),0306.17.00.04
Count size (headless weight) 33-45 per kg (15-20s),0306.17.00.05
Count size (headless weight) 46-55 per kg (21-25s),0306.17.00.07
Count size (headless weight) 56-66 per kg (26-30s),0306.17.00.08
Count size (headless weight) 67-88 per kg (31-40s),0306.17.00.10
Count size (headless weight) 89-110 per kg (41-50s),0306.17.00.11
Count size (headless weight) 111-132 per kg (51-60s),0306.17.00.13
Count size (headless weight) 133-154 per kg (61-70s),0306.17.00.14
Count size (headless weight) more than 154 per kg (70s),0306.17.00.16
Count size (headless weight) less than 33 per kg (15s),0306.17.00.17
Count size (headless weight) 33-45 per kg (15-20s),0306.17.00.19
Count size (headless weight) 46-55 per kg (21-25s),0306.17.00.20
Count size (headless weight) 56-66 per kg (26-30s),0306.17.00.22
Count size (headless weight) 67-88 per kg (31-40s),0306.17.00.23
Count size (headless weight) 89-110 per kg (41-50s),0306.17.00.25
Count size (headless weight) 111-132 per kg (51-60s),0306.17.00.26
Count size (headless weight) 133-154 per kg (61-70s),0306.17.00.28
Count size (headless weight) more than 154 per kg (70s),0306.17.00.29
Farmed,0306.17.00.41
Not farmed,0306.17.00.42
